Title: NACA0018
Thickness to Chord Ratio: 0.18
Zero Lift AOA (deg): 0
Reverse Camber Direction: 0
-11 -0.5531 0.0315 0
-10 -0.6248 0.0288 0
-9 -0.6606 0.0264 0
-8 -0.6589 0.0242 0
-7 -0.6224 0.0223 0
-6 -0.5615 0.0206 0
-5 -0.4753 0.0192 0
-4 -0.388 0.0181 0
-3 -0.2924 0.0172 0
-2 -0.1935 0.0167 0
-1 -0.0889 0.0163 0
0 0 0.0162 0
1 0.0889 0.0163 0
2 0.1935 0.0167 0
3 0.2924 0.0172 0
4 0.388 0.0181 0
5 0.4753 0.0192 0
6 0.5615 0.0206 0
7 0.6224 0.0223 0
8 0.6589 0.0242 0
9 0.6606 0.0264 0
10 0.6248 0.0288 0
11 0.5531 0.0315 0
12 0.4408 0.08 0
14 0.2256 0.158 0
16 0.2027 0.196 0
18 0.2603 0.238 0
20 0.3472 0.282 0
22 0.443 0.329 0
25 0.5963 0.405 0
30 0.855 0.57 0
35 0.98 0.745 0
40 1.035 0.92 0
45 1.05 1.075 0
50 1.02 1.215 0
55 0.955 1.345 0
60 0.875 1.47 0
65 0.76 1.575 0
70 0.63 1.665 0
75 0.5 1.735 0
80 0.365 1.78 0
85 0.23 1.8 0
90 0.09 1.8 0
95 -0.05 1.78 0
100 -0.185 1.75 0
105 -0.32 1.7 0
110 -0.45 1.635 0
115 -0.575 1.555 0
120 -0.67 1.465 0
125 -0.76 1.35 0
130 -0.85 1.225 0
135 -0.93 1.085 0
140 -0.98 0.925 0
145 -0.9 0.755 0
150 -0.77 0.575 0
155 -0.67 0.42 0
160 -0.635 0.32 0
165 -0.68 0.23 0
170 -0.85 0.14 0
175 -0.66 0.055 0
180 0 0.02 0

Reynolds Number: 1.60e5 
BV Dyn. Stall Model - Positive Stall AOA (deg): 10
BV Dyn. Stall Model - Negative Stall AOA (deg): -10
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 6.302
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 0.7949
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -0.7949
AOA (deg) CL CD Cm25
-180 0 0.025 0
-175 0.66 0.055 0
-170 0.85 0.14 0
-165 0.68 0.23 0
-160 0.635 0.32 0
-155 0.67 0.42 0
-150 0.77 0.575 0
-145 0.9 0.755 0
-140 0.98 0.925 0
-135 0.93 1.085 0
-130 0.85 1.225 0
-125 0.76 1.35 0
-120 0.67 1.465 0
-115 0.575 1.555 0
-110 0.45 1.635 0
-105 0.32 1.7 0
-100 0.185 1.75 0
-95 0.05 1.78 0
-90 -0.09 1.8 0
-85 -0.23 1.8 0
-80 -0.365 1.78 0
-75 -0.5 1.735 0
-70 -0.63 1.665 0
-65 -0.76 1.575 0
-60 -0.875 1.47 0
-55 -0.955 1.345 0
-50 -1.02 1.215 0
-45 -1.05 1.075 0
-40 -1.035 0.92 0
-35 -0.98 0.745 0
-30 -0.855 0.57 0
-25 -0.6321 0.405 0
-22 -0.5026 0.329 0
-20 -0.4382 0.282 0
-18 -0.4202 0.238 0
-16 -0.4896 0.196 0
-14 -0.6237 0.158 0
-13 -0.6923 0.077 0
-12 -0.7488 0.0288 0
-11 -0.7852 0.0262 0
-10 -0.7949 0.0238 0
-9 -0.7781 0.0217 0
-8 -0.7373 0.0198 0
-7 -0.6724 0.0181 0
-6 -0.596 0.0166 0
-5 -0.5068 0.0153 0
-4 -0.4114 0.0144 0
-3 -0.3088 0.0137 0
-2 -0.22 0.0131 0
-1 -0.11 0.0129 0
0 0 0.0128 0
1 0.11 0.0129 0
2 0.22 0.0131 0
3 0.3088 0.0137 0
4 0.4114 0.0144 0
5 0.5068 0.0153 0
6 0.596 0.0166 0
7 0.6724 0.0181 0
8 0.7373 0.0198 0
9 0.7781 0.0217 0
10 0.7949 0.0238 0
11 0.7852 0.0262 0
12 0.7488 0.0288 0
13 0.6923 0.077 0
14 0.6237 0.158 0
16 0.4896 0.196 0
18 0.4202 0.238 0
20 0.4382 0.282 0
22 0.5026 0.329 0
25 0.6321 0.405 0
30 0.855 0.57 0
35 0.98 0.745 0
40 1.035 0.92 0
45 1.05 1.075 0
50 1.02 1.215 0
55 0.955 1.345 0
60 0.875 1.47 0
65 0.76 1.575 0
70 0.63 1.665 0
75 0.5 1.735 0
80 0.365 1.78 0
85 0.23 1.8 0
90 0.09 1.8 0
95 -0.05 1.78 0
100 -0.185 1.75 0
105 -0.32 1.7 0
110 -0.45 1.635 0
115 -0.575 1.555 0
120 -0.67 1.465 0
125 -0.76 1.35 0
130 -0.85 1.225 0
135 -0.93 1.085 0
140 -0.98 0.925 0
145 -0.9 0.755 0
150 -0.77 0.575 0
155 -0.67 0.42 0
160 -0.635 0.32 0
165 -0.68 0.23 0
170 -0.85 0.14 0
175 -0.66 0.055 0
180 0 0.025 0

Reynolds Number: 3.60e5 
BV Dyn. Stall Model - Positive Stall AOA (deg): 12
BV Dyn. Stall Model - Negative Stall AOA (deg): -12
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 6.302
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 0.9279
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -0.9279
AOA (deg) CL CD Cm25
-180 0 0.025 0
-175 0.66 0.055 0
-170 0.85 0.14 0
-165 0.68 0.23 0
-160 0.635 0.32 0
-155 0.67 0.42 0
-150 0.77 0.575 0
-145 0.9 0.755 0
-140 0.98 0.925 0
-135 0.93 1.085 0
-130 0.85 1.225 0
-125 0.76 1.35 0
-120 0.67 1.465 0
-115 0.575 1.555 0
-110 0.45 1.635 0
-105 0.32 1.7 0
-100 0.185 1.75 0
-95 0.05 1.78 0
-90 -0.09 1.8 0
-85 -0.23 1.8 0
-80 -0.365 1.78 0
-75 -0.5 1.735 0
-70 -0.63 1.665 0
-65 -0.76 1.575 0
-60 -0.875 1.47 0
-55 -0.955 1.345 0
-50 -1.02 1.215 0
-45 -1.05 1.075 0
-40 -1.035 0.92 0
-35 -0.98 0.745 0
-30 -0.855 0.57 0
-25 -0.7724 0.405 0
-22 -0.705 0.329 0
-20 -0.6997 0.282 0
-18 -0.7319 0.238 0
-16 -0.8007 0.196 0
-14 -0.8803 0.094 0
-13 -0.9104 0.0259 0
-12 -0.9279 0.0235 0
-11 -0.9249 0.0213 0
-10 -0.8983 0.0194 0
-9 -0.8526 0.0176 0
-8 -0.7879 0.0159 0
-7 -0.71 0.0145 0
-6 -0.6228 0.0132 0
-5 -0.524 0.0121 0
-4 -0.44 0.0112 0
-3 -0.33 0.0107 0
-2 -0.22 0.0104 0
-1 -0.11 0.0102 0
0 0 0.0101 0
1 0.11 0.0102 0
2 0.22 0.0104 0
3 0.33 0.0107 0
4 0.44 0.0112 0
5 0.524 0.0121 0
6 0.6228 0.0132 0
7 0.71 0.0145 0
8 0.7879 0.0159 0
9 0.8526 0.0176 0
10 0.8983 0.0194 0
11 0.9249 0.0213 0
12 0.9279 0.0235 0
13 0.9104 0.0259 0
14 0.8803 0.094 0
16 0.8007 0.196 0
18 0.7319 0.238 0
20 0.6997 0.282 0
22 0.705 0.329 0
25 0.7724 0.405 0
30 0.855 0.57 0
35 0.98 0.745 0
40 1.035 0.92 0
45 1.05 1.075 0
50 1.02 1.215 0
55 0.955 1.345 0
60 0.875 1.47 0
65 0.76 1.575 0
70 0.63 1.665 0
75 0.5 1.735 0
80 0.365 1.78 0
85 0.23 1.8 0
90 0.09 1.8 0
95 -0.05 1.78 0
100 -0.185 1.75 0
105 -0.32 1.7 0
110 -0.45 1.635 0
115 -0.575 1.555 0
120 -0.67 1.465 0
125 -0.76 1.35 0
130 -0.85 1.225 0
135 -0.93 1.085 0
140 -0.98 0.925 0
145 -0.9 0.755 0
150 -0.77 0.575 0
155 -0.67 0.42 0
160 -0.635 0.32 0
165 -0.68 0.23 0
170 -0.85 0.14 0
175 -0.66 0.055 0
180 0 0.025 0

Reynolds Number: 7.00e5 
BV Dyn. Stall Model - Positive Stall AOA (deg): 13
BV Dyn. Stall Model - Negative Stall AOA (deg): -13
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 6.302
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 1.0289
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -1.0289
AOA (deg) CL CD Cm25
-180 0 0.025 0
-175 0.66 0.055 0
-170 0.85 0.14 0
-165 0.68 0.23 0
-160 0.635 0.32 0
-155 0.67 0.42 0
-150 0.77 0.575 0
-145 0.9 0.755 0
-140 0.98 0.925 0
-135 0.93 1.085 0
-130 0.85 1.225 0
-125 0.76 1.35 0
-120 0.67 1.465 0
-115 0.575 1.555 0
-110 0.45 1.635 0
-105 0.32 1.7 0
-100 0.185 1.75 0
-95 0.5 1.78 0
-90 -0.09 1.8 0
-85 -0.23 1.8 0
-80 -0.365 1.78 0
-75 -0.5 1.735 0
-70 -0.63 1.665 0
-65 -0.76 1.575 0
-60 -0.875 1.47 0
-55 -0.955 1.345 0
-50 -1.02 1.215 0
-45 -1.05 1.075 0
-40 -1.035 0.92 0
-35 -0.98 0.745 0
-30 -0.855 0.57 0
-25 -0.9326 0.405 0
-22 -0.8867 0.329 0
-20 -0.8877 0.282 0
-18 -0.915 0.238 0
-16 -0.9648 0.196 0
-15 -0.9938 0.102 0
-14 -1.0175 0.0245 0
-13 -1.0289 0.0223 0
-12 -1.0245 0.0202 0
-11 -0.9973 0.0183 0
-10 -0.9541 0.0166 0
-9 -0.8904 0.015 0
-8 -0.8156 0.0136 0
-7 -0.7291 0.0123 0
-6 -0.6328 0.0112 0
-5 -0.55 0.0102 0
-4 -0.44 0.0096 0
-3 -0.33 0.0091 0
-2 -0.22 0.0088 0
-1 -0.11 0.0087 0
0 0 0.0085 0
1 0.11 0.0087 0
2 0.22 0.0088 0
3 0.33 0.0091 0
4 0.44 0.0096 0
5 0.55 0.0102 0
6 0.6328 0.0112 0
7 0.7291 0.0123 0
8 0.8156 0.0136 0
9 0.8904 0.015 0
10 0.9541 0.0166 0
11 0.9973 0.0183 0
12 1.0245 0.0202 0
13 1.0289 0.0223 0
14 1.0175 0.0245 0
15 0.9938 0.102 0
16 0.9648 0.196 0
18 0.915 0.238 0
20 0.8877 0.282 0
22 0.8867 0.329 0
25 0.9326 0.405 0
30 0.855 0.57 0
35 0.98 0.745 0
40 1.035 0.92 0
45 1.05 1.075 0
50 1.02 1.215 0
55 0.955 1.345 0
60 0.875 1.47 0
65 0.76 1.575 0
70 0.63 1.665 0
75 0.5 1.735 0
80 0.365 1.78 0
85 0.23 1.8 0
90 0.09 1.8 0
95 -0.5 1.78 0
100 -0.185 1.75 0
105 -0.32 1.7 0
110 -0.45 1.635 0
115 -0.575 1.555 0
120 -0.67 1.465 0
125 -0.76 1.35 0
130 -0.85 1.225 0
135 -0.93 1.085 0
140 -0.98 0.925 0
145 -0.9 0.755 0
150 -0.77 0.575 0
155 -0.67 0.42 0
160 -0.635 0.32 0
165 -0.68 0.23 0
170 -0.85 0.14 0
175 -0.66 0.055 0
180 0 0.025 0

Reynolds Number: 1.00e6 
BV Dyn. Stall Model - Positive Stall AOA (deg): 13
BV Dyn. Stall Model - Negative Stall AOA (deg): -13
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 6.302
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 1.0804
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -1.0804
AOA (deg) CL CD Cm25
-180 0 0.025 0
-175 0.66 0.055 0
-170 0.85 0.14 0
-165 0.68 0.23 0
-160 0.635 0.32 0
-155 0.67 0.42 0
-150 0.77 0.575 0
-145 0.9 0.755 0
-140 0.98 0.925 0
-135 0.93 1.085 0
-130 0.85 1.225 0
-125 0.76 1.35 0
-120 0.67 1.465 0
-115 0.575 1.555 0
-110 0.45 1.635 0
-105 0.32 1.7 0
-100 0.185 1.75 0
-95 0.05 1.78 0
-90 -0.09 1.8 0
-85 -0.23 1.8 0
-80 -0.365 1.78 0
-75 -0.5 1.735 0
-70 -0.63 1.665 0
-65 -0.76 1.575 0
-60 -0.875 1.47 0
-55 -0.955 1.345 0
-50 -1.02 1.215 0
-45 -1.05 1.075 0
-40 -1.035 0.92 0
-35 -0.98 0.745 0
-30 -0.855 0.57 0
-25 -1.0107 0.405 0
-22 -0.9696 0.329 0
-20 -0.9707 0.282 0
-18 -0.9959 0.238 0
-16 -1.0402 0.108 0
-15 -1.0624 0.0251 0
-14 -1.0793 0.0227 0
-13 -1.0804 0.0206 0
-12 -1.0664 0.0187 0
-11 -1.0284 0.017 0
-10 -0.9751 0.0154 0
-9 -0.9067 0.0139 0
-8 -0.8256 0.0126 0
-7 -0.7362 0.0115 0
-6 -0.66 0.0102 0
-5 -0.55 0.0095 0
-4 -0.44 0.0089 0
-3 -0.33 0.0086 0
-2 -0.22 0.0083 0
-1 -0.11 0.0082 0
0 0 0.0082 0
1 0.11 0.0082 0
2 0.22 0.0083 0
3 0.33 0.0086 0
4 0.44 0.0089 0
5 0.55 0.0095 0
6 0.66 0.0102 0
7 0.7362 0.0115 0
8 0.8256 0.0126 0
9 0.9067 0.0139 0
10 0.9751 0.0154 0
11 1.0284 0.017 0
12 1.0664 0.0187 0
13 1.0804 0.0206 0
14 1.0793 0.0227 0
15 1.0624 0.0251 0
16 1.0402 0.108 0
18 0.9959 0.238 0
20 0.9707 0.282 0
22 0.9696 0.329 0
25 1.0107 0.405 0
30 0.855 0.57 0
35 0.98 0.745 0
40 1.035 0.92 0
45 1.05 1.075 0
50 1.02 1.215 0
55 0.955 1.345 0
60 0.875 1.47 0
65 0.76 1.575 0
70 0.63 1.665 0
75 0.5 1.735 0
80 0.365 1.78 0
85 0.23 1.8 0
90 0.09 1.8 0
95 -0.05 1.78 0
100 -0.185 1.75 0
105 -0.32 1.7 0
110 -0.45 1.635 0
115 -0.575 1.555 0
120 -0.67 1.465 0
125 -0.76 1.35 0
130 -0.85 1.225 0
135 -0.93 1.085 0
140 -0.98 0.925 0
145 -0.9 0.755 0
150 -0.77 0.575 0
155 -0.67 0.42 0
160 -0.635 0.32 0
165 -0.68 0.23 0
170 -0.85 0.14 0
175 -0.66 0.055 0
180 0 0.025 0

Reynolds Number: 2.00e6 
BV Dyn. Stall Model - Positive Stall AOA (deg): 14
BV Dyn. Stall Model - Negative Stall AOA (deg): -14
LB Dyn. Stall Model - Lift Coeff. Slope at Zero Lift AOA (per radian): 6.302
LB Dyn. Stall Model - Positive Critical Lift Coeff.: 1.1813
LB Dyn. Stall Model - Negative Critical Lift Coeff.: -1.1813
AOA (deg) CL CD Cm25
-180 0 0.025 0
-175 0.66 0.055 0
-170 0.85 0.14 0
-165 0.68 0.23 0
-160 0.635 0.32 0
-155 0.67 0.42 0
-150 0.77 0.575 0
-145 0.9 0.755 0
-140 0.98 0.925 0
-135 0.93 1.085 0
-130 0.85 1.225 0
-125 0.76 1.35 0
-120 0.67 1.465 0
-115 0.575 1.555 0
-110 0.45 1.635 0
-105 0.32 1.7 0
-100 0.185 1.75 0
-95 0.05 1.78 0
-90 -0.09 1.8 0
-85 -0.23 1.8 0
-80 -0.365 1.78 0
-75 -0.5 0.735 0
-70 -0.63 1.665 0
-65 -0.76 1.575 0
-60 -0.875 1.47 0
-55 -0.955 1.345 0
-50 -1.02 1.215 0
-45 -1.05 1.075 0
-40 -1.035 0.92 0
-35 -0.98 0.745 0
-30 -0.855 0.57 0
-25 -1.1468 0.405 0
-22 -1.1127 0.329 0
-20 -1.1172 0.282 0
-18 -1.1383 0.238 0
-17 -1.155 0.12 0
-16 -1.1695 0.024 0
-15 -1.1813 0.0218 0
-14 -1.1813 0.0197 0
-13 -1.1662 0.0179 0
-12 -1.1296 0.0163 0
-11 -1.0772 0.01481 0
-10 -1.0111 0.0134 0
-9 -0.9314 0.0122 0
-8 -0.8439 0.0111 0
-7 -0.7449 0.0101 0
-6 -0.66 0.0093 0
-5 -0.55 0.0087 0
-4 -0.44 0.0084 0
-3 -0.33 0.008 0
-2 -0.22 0.0078 0
-1 -0.11 0.0077 0
0 0 0.0077 0
1 0.11 0.0077 0
2 0.22 0.0078 0
3 0.33 0.008 0
4 0.44 0.0084 0
5 0.55 0.0087 0
6 0.66 0.0093 0
7 0.7449 0.0101 0
8 0.8439 0.0111 0
9 0.9314 0.0122 0
10 1.0111 0.0134 0
11 1.0772 0.01481 0
12 1.1296 0.0163 0
13 1.1662 0.0179 0
14 1.1813 0.0197 0
15 1.1813 0.0218 0
16 1.1695 0.024 0
17 1.155 0.12 0
18 1.1383 0.238 0
20 1.1172 0.282 0
22 1.1127 0.329 0
25 1.1468 0.405 0
30 0.855 0.57 0
35 0.98 0.745 0
40 1.035 0.92 0
45 1.05 1.075 0
50 1.02 1.215 0
55 0.955 1.345 0
60 0.875 1.47 0
65 0.76 1.575 0
70 0.63 1.665 0
75 0.5 0.735 0
80 0.365 1.78 0
85 0.23 1.8 0
90 0.09 1.8 0
95 -0.05 1.78 0
100 -0.185 1.75 0
105 -0.32 1.7 0
110 -0.45 1.635 0
115 -0.575 1.555 0
120 -0.67 1.465 0
125 -0.76 1.35 0
130 -0.85 1.225 0
135 -0.93 1.085 0
